,swing_id,timestamp,accX,accY,accZ,rotX,rotY,rotZ,trackman_speed
0,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0445520877838135,0.10990697145462,-0.0199354887008667,1.1102397441864,0.02078577876091,0.0903957933187485,107.0
1,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0312374830245972,-0.14298278093338,-0.0233353972434998,0.185672953724861,0.0291477032005787,0.0443488098680973,107.0
2,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0912846326828003,-0.127837777137756,0.00906848907470703,0.0316235683858395,-0.68443238735199,0.820978999137878,107.0
3,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0610679984092712,0.0197640359401703,0.00860262662172318,0.585069060325623,0.0838263928890228,0.102698929607868,107.0
4,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0141515135765076,0.0459294021129608,0.0415353178977966,0.671197175979614,0.101952269673347,0.16641440987587,107.0
5,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0696519017219544,-0.0539316833019257,0.0305865406990051,0.238824889063835,0.0679083243012428,0.226416170597076,107.0
6,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0688357353210449,-0.0869655907154083,0.0254485011100769,0.0467889197170734,-0.00675836531445384,0.239895135164261,107.0
7,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0197723507881165,0.00999590754508972,0.0402545258402824,0.230860665440559,0.062973752617836,0.155508175492287,107.0
8,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0132714509963989,0.0184468030929565,-0.0202218741178513,0.323453515768051,0.0814830809831619,0.109918497502804,107.0
9,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0183448791503906,0.0191230773925781,-0.0217504501342773,0.203261688351631,0.0377908609807491,0.13343808054924,107.0
10,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.00329583883285522,0.0124366283416748,-0.0151892825961113,0.182769805192947,0.021912693977356,0.158840775489807,107.0
11,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0335043072700501,0.0562262535095215,0.00933093577623367,0.340835332870483,0.0631315484642983,0.12249443680048,107.0
12,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0590652227401733,0.0641651749610901,0.0011710450053215,0.330462634563446,0.0932260230183601,0.0697963759303093,107.0
13,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.038842499256134,0.0526672005653381,-0.0238922834396362,0.162221342325211,0.0617503859102726,0.0452958308160305,107.0
14,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0156591534614563,0.0443269014358521,-0.0339790508151054,0.108980365097523,0.00868166610598564,0.0515935868024826,107.0
15,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0330907106399536,0.0497938394546509,-0.0385039523243904,0.177614375948906,0.0354591719806194,0.0601178742945194,107.0
16,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0552664995193481,0.0138752460479736,-0.0320100858807564,0.0842962712049484,0.0806422755122185,0.0607222355902195,107.0
17,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0472009778022766,-0.0440274775028229,-0.0086856484413147,0.00333662191405892,0.0144946370273829,0.0518393032252789,107.0
18,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0171337127685547,0.0214391648769379,-0.0230542421340942,0.112784691154957,0.000684459460899234,0.0329690352082253,107.0
19,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0136858224868774,0.0142345428466797,-0.0102385878562927,0.188016220927238,-0.0231977477669716,0.0583404824137688,107.0
20,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0267190337181091,0.0258447229862213,-0.0216322541236877,0.087252676486969,0.0442875102162361,0.0175675302743912,107.0
21,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0555843710899353,-0.0123455822467804,-0.00909633934497833,-0.181767702102661,0.0320647954940796,-0.0246381144970655,107.0
22,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.00977969169616699,0.0119161009788513,-0.00127445906400681,-0.1479372382164,0.00796642992645502,-0.0300339888781309,107.0
23,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.0201305747032166,0.0561802089214325,-0.00622212141752243,0.0172873046249151,0.0628225281834602,-0.0874336734414101,107.0
24,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,-0.00616466999053955,0.0365769267082214,0.00675768405199051,-0.037823136895895,0.0328317880630493,-0.0648494511842728,107.0
25,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:19 +0000,0.0199991464614868,-0.021014392375946,0.0064351037144661,-0.257924616336823,-0.00489832507446408,-0.0105235818773508,107.0
26,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0180981159210205,-0.0121047496795654,0.00438714027404785,-0.220065549015999,0.0226568263024092,-0.0366177223622799,107.0
27,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0121055245399475,0.0123305916786194,-0.0219013094902039,0.0338997915387154,0.0204724557697773,-0.0224509928375483,107.0
28,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0056883692741394,0.011318176984787,0.00192880630493164,0.10559156537056,0.0295736324042082,-0.0492419488728046,107.0
29,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.00650376081466675,-0.00208410620689392,3.99351119995117e-05,0.0900228247046471,0.0236505381762981,-0.0441564209759235,107.0
30,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.0266711711883545,-0.042439341545105,-0.0141854211688042,-0.132348477840424,-0.00605524610728025,-0.00781883113086224,107.0
31,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.00353848934173584,-0.0720993876457214,-0.0139298439025879,-0.214379578828812,-0.0313956253230572,0.0132120186462998,107.0
32,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.00157266855239868,-0.015771359205246,-0.0330292582511902,0.0989652276039124,-0.0164128579199314,0.00917804054915905,107.0
33,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0211462378501892,-0.0074150562286377,-0.0250358432531357,0.0712330639362335,0.0428018160164356,-0.0157479047775269,107.0
34,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.013066828250885,-0.0465427041053772,0.000399991869926453,-0.111955985426903,-0.0420686863362789,0.0207819659262896,107.0
35,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.0394044518470764,-0.0420017540454865,-0.00107157230377197,-0.183695182204247,-0.0780345872044563,0.0156568884849548,107.0
36,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.00529128313064575,-0.0192078948020935,-0.00440073013305664,-0.0470008701086044,-0.045818991959095,0.0169867388904095,107.0
37,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0226103663444519,-0.0270581841468811,0.0266715735197067,0.0855390578508377,-0.000314092729240656,0.0161611586809158,107.0
38,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.00455713272094727,-0.0236610174179077,0.0233163088560104,-0.0270819291472435,-0.0125072859227657,0.040169470012188,107.0
39,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.00826394557952881,-0.0425021350383759,0.0335759520530701,-0.151164770126343,-0.0519708059728146,0.0605221427977085,107.0
40,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0032694935798645,-0.000665009021759033,0.0262492895126343,-0.0654988139867783,-0.0252333804965019,0.0363879576325417,107.0
41,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.00071561336517334,-0.00722697377204895,0.0372483134269714,-0.0143317673355341,-0.0490777269005775,0.0489761866629124,107.0
42,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0087733268737793,0.00589606165885925,0.0444180816411972,0.067158579826355,-0.0330403484404087,0.0328863449394703,107.0
43,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.0166667103767395,-0.000119149684906006,0.00942814350128174,0.0322545096278191,0.0155957201495767,-0.00843748357146978,107.0
44,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,-0.00768887996673584,-0.0177157521247864,0.0258808881044388,-0.0129551198333502,0.0172853618860245,-0.00680456636473537,107.0
45,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.036162793636322,-0.028931587934494,0.0312134623527527,0.0157472509890795,-0.0689503252506256,0.0300180297344923,107.0
46,114BBCD7-5771-4E6B-941E-548C69AFAB06,2025-06-15 21:41:20 +0000,0.0365709662437439,-0.000213831663131714,0.00140786170959473,0.153293415904045,-0.0358338244259357,0.043633084744215,107.0
